1,2679,2920.1,3216,141.944
2,2538,2969.25,3320,183.019
3,2768,2976.1,3205,138.263
4,2639,2917.5,3166,154.648
5,2629,2993.25,3280,167.758
6,2616,2898,3203,185.654
7,2703,2936,3226,161.636
8,2611,2932.75,3133,130.344
9,2707,2931.35,3183,138.903
10,2610,2905.8,3184,164.145
11,2610,2891.05,3165,148.862
12,2618,2974,3348,182.721
13,2711,2988.25,3395,178.263
14,2676,2917.6,3225,157.016
15,2618,2955.3,3143,123.342
16,2772,2968.4,3223,141.436
17,2728,2915.65,3113,110.086
18,2583,2885,3237,177.097
19,2815,3004.05,3186,122.611
20,2560,2900.9,3204,177.036
21,2672,2962.35,3282,168.922
22,2627,2902.35,3127,121.085
23,2514,2967.05,3293,166.127
24,2614,2850.55,3133,113.682
25,2524,2960.4,3428,200.244
26,2554,2947.65,3220,169.949
27,2746,2927.1,3148,126.075
28,2457,2920.15,3353,210.795
29,2552,2940.65,3147,170.54
30,2675,2971.05,3251,153.148
31,2633,2932.25,3209,151.386
32,2575,2891.6,3309,193.103
33,2613,2971.7,3232,180.521
34,2632,2933.5,3253,148.945
35,2660,2925,3354,162.944
36,2469,2870.35,3181,167.276
37,2584,2900.15,3204,171.182
38,2614,2980.2,3359,170.984
39,2643,2904.85,3113,157.177
40,2616,2985.05,3240,162.047
41,2591,2968.2,3359,191.035
42,2772,2969.05,3166,119.115
43,2606,2948.25,3233,169.188
44,2559,2930.1,3233,174.557
45,2518,2939.15,3101,163.004
46,2595,2965.75,3396,193.571
47,2607,2955.3,3214,150.461
48,2629,2914.95,3494,175.172
49,2637,2919.9,3158,130.915
50,2697,2948.75,3244,141.558
51,2430,2879.15,3222,200.104
52,2603,2932.6,3230,139.411
53,2641,2908.05,3162,153.441
54,2627,2948.4,3260,167.97
55,2663,2950.15,3161,136.449
56,2652,2928.95,3310,156.489
57,2673,2968.3,3341,174.759
58,2696,2986.3,3250,143.247
59,2689,3024.15,3266,149.528
60,2554,2930.2,3263,168.498
61,2629,2929.15,3188,149.787
62,2565,2959.5,3222,176.666
63,2622,2993.15,3303,192.587
64,2584,2927.2,3314,166.995
65,2636,2970.45,3346,146.556
66,2728,3019.4,3282,153.605
67,2665,2925.85,3239,168.872
68,2368,2896.15,3246,189.789
69,2574,2958.15,3273,166.404
70,2658,2930.85,3137,126.075
71,2758,2978.3,3216,116.036
72,2707,2971.1,3279,149.83
73,2691,2933.4,3113,132.233
74,2683,2933.45,3158,142.124
75,2729,2969.35,3349,165.187
76,2765,2968.55,3235,131.292
77,2651,2965.45,3305,174.763
78,2440,2888.55,3194,170.748
79,2605,2938.3,3335,195.098
80,2423,2928.3,3250,177.621
81,2688,2999.45,3305,166.188
82,2519,2870.15,3257,222.17
83,2728,2929.9,3083,97.036
84,2623,2999.15,3345,165.62
85,2685,2911.6,3144,152.973
86,2589,2904,3102,135.773
87,2661,2951.05,3368,166.416
88,2726,2978.25,3210,154.584
89,2698,2949.25,3337,157.014
90,2662,2863.3,3098,111.337
91,2641,2906.6,3096,117.588
92,2629,2980.9,3311,194.403
93,2705,2917.15,3214,151.691
94,2605,2912.4,3193,156.553
95,2509,2954.25,3222,163.135
96,2755,3015.05,3486,182.316
97,2732,3009.55,3280,133.654
98,2702,2978.2,3330,175.057
99,2609,2904.7,3148,169.671
100,2751,2950.05,3212,135.804
101,2731,2927.5,3261,142.093
102,2693,2944.3,3220,141.553
103,2743,2964.35,3345,151.829
104,2752,2954.8,3350,163.612
105,2583,3013.6,3308,188.91
106,2593,2973.35,3214,154.868
107,2702,2982.25,3201,155.24
108,2628,2965.05,3284,164.781
109,2686,2899.65,3128,131.366
